customer_id,cluster,cluster_label
CUS1085,1,Discount customer
CUS1086,1,Discount customer
CUS1087,0,Mainstream customer
CUS1088,0,Mainstream customer
CUS1089,0,Mainstream customer
CUS109,1,Discount customer
CUS1090,0,Mainstream customer
CUS1091,0,Mainstream customer
CUS1092,0,Mainstream customer
CUS1093,1,Discount customer
CUS1094,0,Mainstream customer
CUS1095,0,Mainstream customer
CUS1096,0,Mainstream customer
CUS1097,0,Mainstream customer
CUS1098,0,Mainstream customer
CUS1099,0,Mainstream customer
CUS11,1,Discount customer
CUS110,1,Discount customer
CUS1100,0,Mainstream customer
CUS1101,0,Mainstream customer
CUS1102,1,Discount customer
CUS1103,0,Mainstream customer
CUS1104,1,Discount customer
CUS1105,1,Discount customer
CUS1106,1,Discount customer
CUS1107,0,Mainstream customer
CUS1108,0,Mainstream customer
CUS1109,0,Mainstream customer
CUS111,0,Mainstream customer
CUS1110,1,Discount customer
CUS1111,0,Mainstream customer
CUS1112,0,Mainstream customer
CUS1113,3,Urban Trendy Berlin
CUS1114,1,Discount customer
CUS1115,0,Mainstream customer
CUS1116,0,Mainstream customer
CUS1117,0,Mainstream customer
CUS1118,0,Mainstream customer
CUS1119,0,Mainstream customer
CUS112,0,Mainstream customer
CUS1120,0,Mainstream customer
CUS1121,0,Mainstream customer
CUS1122,1,Discount customer
CUS1123,1,Discount customer
CUS1124,0,Mainstream customer
CUS1125,0,Mainstream customer
CUS1126,0,Mainstream customer
CUS1127,1,Discount customer
CUS1128,0,Mainstream customer
CUS1129,0,Mainstream customer
CUS113,3,Urban Trendy Berlin
CUS1130,0,Mainstream customer
CUS1131,0,Mainstream customer
CUS1132,1,Discount customer
CUS1133,1,Discount customer
CUS1134,0,Mainstream customer
CUS1135,0,Mainstream customer
CUS1136,0,Mainstream customer
CUS1137,0,Mainstream customer
CUS1138,0,Mainstream customer
CUS1139,1,Discount customer
CUS114,0,Mainstream customer
CUS1140,1,Discount customer
CUS1141,0,Mainstream customer
CUS1142,1,Discount customer
CUS1143,0,Mainstream customer
CUS1144,0,Mainstream customer
CUS1145,1,Discount customer
CUS1146,0,Mainstream customer
CUS1147,0,Mainstream customer
CUS1148,0,Mainstream customer
CUS1149,0,Mainstream customer
CUS115,1,Discount customer
CUS1150,0,Mainstream customer
CUS1151,0,Mainstream customer
CUS1152,1,Discount customer
CUS1153,0,Mainstream customer
CUS1154,0,Mainstream customer
CUS1155,0,Mainstream customer
CUS1156,0,Mainstream customer
CUS1157,0,Mainstream customer
CUS1158,0,Mainstream customer
CUS1159,0,Mainstream customer
CUS116,0,Mainstream customer
CUS1160,0,Mainstream customer
CUS1161,0,Mainstream customer
CUS1162,1,Discount customer
CUS1163,0,Mainstream customer
CUS1164,0,Mainstream customer
CUS1165,0,Mainstream customer
CUS1166,1,Discount customer
CUS1167,0,Mainstream customer
CUS1168,0,Mainstream customer
CUS1169,1,Discount customer
CUS117,1,Discount customer
CUS1170,0,Mainstream customer
CUS1171,1,Discount customer
CUS1172,1,Discount customer
CUS1173,0,Mainstream customer
CUS1174,0,Mainstream customer
CUS1175,0,Mainstream customer
CUS1176,0,Mainstream customer
CUS1177,0,Mainstream customer
CUS1178,0,Mainstream customer
CUS1179,0,Mainstream customer
CUS118,0,Mainstream customer
CUS1180,1,Discount customer
CUS1181,0,Mainstream customer
CUS1182,0,Mainstream customer
CUS1183,0,Mainstream customer
CUS1184,0,Mainstream customer
CUS1185,0,Mainstream customer
CUS1186,0,Mainstream customer
CUS1187,0,Mainstream customer
CUS1188,0,Mainstream customer
CUS1189,1,Discount customer
CUS119,0,Mainstream customer
CUS1190,3,Urban Trendy Berlin
CUS1191,0,Mainstream customer
CUS1192,1,Discount customer
CUS1193,1,Discount customer
CUS1194,1,Discount customer
CUS1195,2,Premium Bremen Niche
CUS1196,0,Mainstream customer
CUS1197,0,Mainstream customer
CUS1198,0,Mainstream customer
CUS1199,0,Mainstream customer
CUS12,0,Mainstream customer
CUS120,0,Mainstream customer
CUS1200,0,Mainstream customer
CUS1201,1,Discount customer
CUS1202,0,Mainstream customer
CUS1203,1,Discount customer
CUS1204,0,Mainstream customer
CUS1205,0,Mainstream customer
CUS1206,0,Mainstream customer
CUS1207,0,Mainstream customer
CUS1208,1,Discount customer
CUS1209,1,Discount customer
CUS121,0,Mainstream customer
CUS1210,0,Mainstream customer
CUS1211,1,Discount customer
CUS1212,0,Mainstream customer
CUS1213,0,Mainstream customer
CUS1214,1,Discount customer
CUS1215,1,Discount customer
CUS1216,0,Mainstream customer
CUS1217,1,Discount customer
CUS1218,0,Mainstream customer
CUS1219,0,Mainstream customer
CUS122,1,Discount customer
CUS1220,0,Mainstream customer
CUS1221,1,Discount customer
CUS1222,1,Discount customer
CUS1223,0,Mainstream customer
CUS1224,0,Mainstream customer
CUS1225,0,Mainstream customer
CUS1226,1,Discount customer
CUS1227,1,Discount customer
CUS1228,1,Discount customer
CUS1229,0,Mainstream customer
CUS123,1,Discount customer
CUS1230,1,Discount customer
CUS1231,1,Discount customer
CUS1232,0,Mainstream customer
CUS1233,1,Discount customer
CUS1234,0,Mainstream customer
CUS1235,0,Mainstream customer
CUS1236,1,Discount customer
CUS1237,2,Premium Bremen Niche
CUS1238,1,Discount customer
CUS1239,0,Mainstream customer
CUS124,1,Discount customer
CUS1240,2,Premium Bremen Niche
CUS1241,0,Mainstream customer
CUS1242,1,Discount customer
CUS1243,1,Discount customer
CUS1244,0,Mainstream customer
CUS1245,0,Mainstream customer
CUS1246,0,Mainstream customer
CUS1247,1,Discount customer
CUS1248,0,Mainstream customer
CUS1249,0,Mainstream customer
CUS125,0,Mainstream customer
CUS1250,0,Mainstream customer
CUS1251,0,Mainstream customer
CUS1252,1,Discount customer
CUS1253,0,Mainstream customer
CUS1254,0,Mainstream customer
CUS1255,0,Mainstream customer
CUS1256,1,Discount customer
CUS1257,1,Discount customer
CUS1258,0,Mainstream customer
CUS1259,1,Discount customer
CUS126,0,Mainstream customer
CUS1260,0,Mainstream customer
CUS1261,0,Mainstream customer
CUS1262,0,Mainstream customer
CUS1263,0,Mainstream customer
CUS1264,0,Mainstream customer
CUS1265,1,Discount customer
CUS1266,0,Mainstream customer
CUS1267,0,Mainstream customer
CUS1268,0,Mainstream customer
CUS1269,1,Discount customer
CUS127,1,Discount customer
CUS1270,0,Mainstream customer
CUS1271,0,Mainstream customer
CUS1272,0,Mainstream customer
CUS1273,1,Discount customer
CUS1274,0,Mainstream customer
CUS1275,0,Mainstream customer
CUS1276,0,Mainstream customer
CUS1277,1,Discount customer
CUS1278,0,Mainstream customer
CUS1279,0,Mainstream customer
CUS128,0,Mainstream customer
CUS1280,2,Premium Bremen Niche
CUS1281,0,Mainstream customer
CUS1282,1,Discount customer
CUS1283,0,Mainstream customer
CUS1284,0,Mainstream customer
CUS1285,1,Discount customer
CUS1286,0,Mainstream customer
CUS1287,0,Mainstream customer
CUS1288,0,Mainstream customer
CUS1289,0,Mainstream customer
CUS129,0,Mainstream customer
CUS1290,1,Discount customer
CUS1291,0,Mainstream customer
CUS1292,0,Mainstream customer
CUS1293,0,Mainstream customer
CUS1294,1,Discount customer
CUS1295,0,Mainstream customer
CUS1296,1,Discount customer
CUS1297,0,Mainstream customer
CUS1298,0,Mainstream customer
CUS1299,0,Mainstream customer
CUS13,1,Discount customer
CUS130,1,Discount customer
CUS1300,0,Mainstream customer
CUS1301,0,Mainstream customer
CUS1302,0,Mainstream customer
CUS1303,0,Mainstream customer
CUS1304,1,Discount customer
CUS1305,1,Discount customer
CUS1306,0,Mainstream customer
CUS1307,0,Mainstream customer
CUS1308,0,Mainstream customer
CUS1309,0,Mainstream customer
CUS131,0,Mainstream customer
CUS1310,0,Mainstream customer
CUS1311,0,Mainstream customer
CUS1312,1,Discount customer
CUS1313,0,Mainstream customer
CUS1314,1,Discount customer
CUS1315,0,Mainstream customer
CUS1316,0,Mainstream customer
CUS1317,1,Discount customer
CUS1318,0,Mainstream customer
CUS1319,0,Mainstream customer
CUS132,0,Mainstream customer
CUS1320,0,Mainstream customer
CUS1321,1,Discount customer
CUS1322,0,Mainstream customer
CUS1323,2,Premium Bremen Niche
CUS1324,0,Mainstream customer
CUS1325,0,Mainstream customer
CUS1326,0,Mainstream customer
CUS1327,0,Mainstream customer
CUS1328,0,Mainstream customer
CUS1329,0,Mainstream customer
CUS133,2,Premium Bremen Niche
CUS1330,1,Discount customer
CUS1331,0,Mainstream customer
CUS1332,0,Mainstream customer
CUS1333,0,Mainstream customer
CUS1334,0,Mainstream customer
CUS1335,2,Premium Bremen Niche
CUS1336,1,Discount customer
CUS1337,1,Discount customer
CUS1338,0,Mainstream customer
CUS1339,0,Mainstream customer
CUS134,3,Urban Trendy Berlin
CUS1340,0,Mainstream customer
CUS1341,1,Discount customer
CUS1342,0,Mainstream customer
CUS1343,0,Mainstream customer
CUS1344,0,Mainstream customer
CUS1345,0,Mainstream customer
CUS1346,0,Mainstream customer
CUS1347,1,Discount customer
CUS1348,0,Mainstream customer
CUS1349,0,Mainstream customer
CUS135,0,Mainstream customer
CUS1350,0,Mainstream customer
CUS1351,0,Mainstream customer
CUS1352,1,Discount customer
CUS1353,1,Discount customer
CUS1354,0,Mainstream customer
CUS1355,1,Discount customer
CUS1356,0,Mainstream customer
CUS1357,0,Mainstream customer
CUS1358,0,Mainstream customer
CUS1359,1,Discount customer
CUS136,1,Discount customer
CUS1360,1,Discount customer
CUS1361,1,Discount customer
CUS1362,0,Mainstream customer
CUS1363,1,Discount customer
CUS1364,0,Mainstream customer
CUS1365,0,Mainstream customer
CUS1366,0,Mainstream customer
CUS1367,0,Mainstream customer
CUS1368,1,Discount customer
CUS1369,3,Urban Trendy Berlin
CUS137,0,Mainstream customer
CUS1370,0,Mainstream customer
CUS1371,0,Mainstream customer
CUS1372,0,Mainstream customer
CUS1373,3,Urban Trendy Berlin
CUS1374,0,Mainstream customer
CUS1375,0,Mainstream customer
CUS1376,1,Discount customer
CUS1377,0,Mainstream customer
CUS1378,0,Mainstream customer
CUS1379,0,Mainstream customer
CUS138,0,Mainstream customer
CUS1380,1,Discount customer
CUS1381,0,Mainstream customer
CUS1382,0,Mainstream customer
CUS1383,0,Mainstream customer
CUS1384,2,Premium Bremen Niche
CUS1385,0,Mainstream customer
CUS1386,2,Premium Bremen Niche
CUS1387,1,Discount customer
CUS1388,0,Mainstream customer
CUS1389,0,Mainstream customer
CUS139,1,Discount customer
CUS1390,0,Mainstream customer
CUS1391,1,Discount customer
CUS1392,1,Discount customer
CUS1393,1,Discount customer
CUS1394,0,Mainstream customer
CUS1395,0,Mainstream customer
CUS1396,0,Mainstream customer
CUS1397,1,Discount customer
CUS1398,0,Mainstream customer
CUS1399,0,Mainstream customer
CUS14,0,Mainstream customer
CUS140,0,Mainstream customer
CUS1400,0,Mainstream customer
CUS1401,0,Mainstream customer
CUS1402,1,Discount customer
CUS1403,0,Mainstream customer
CUS1404,0,Mainstream customer
CUS1405,0,Mainstream customer
CUS1406,1,Discount customer
CUS1407,0,Mainstream customer
CUS1408,1,Discount customer
CUS1409,0,Mainstream customer
CUS141,2,Premium Bremen Niche
CUS1410,1,Discount customer
CUS1411,0,Mainstream customer
CUS1412,0,Mainstream customer
CUS1413,1,Discount customer
CUS1414,0,Mainstream customer
CUS1415,0,Mainstream customer
CUS1416,0,Mainstream customer
CUS1417,0,Mainstream customer
CUS1418,1,Discount customer
CUS1419,0,Mainstream customer
CUS142,0,Mainstream customer
CUS1420,0,Mainstream customer
CUS1421,0,Mainstream customer
CUS1422,0,Mainstream customer
CUS1423,0,Mainstream customer
CUS1424,1,Discount customer
CUS1425,0,Mainstream customer
CUS1426,0,Mainstream customer
CUS1427,0,Mainstream customer
CUS1428,1,Discount customer
CUS1429,1,Discount customer
CUS143,0,Mainstream customer
CUS1430,0,Mainstream customer
CUS1431,3,Urban Trendy Berlin
CUS1432,1,Discount customer
CUS1433,0,Mainstream customer
CUS1434,0,Mainstream customer
CUS1435,0,Mainstream customer
CUS1436,0,Mainstream customer
CUS1437,1,Discount customer
CUS1438,0,Mainstream customer
CUS1439,0,Mainstream customer
CUS144,0,Mainstream customer
CUS1440,0,Mainstream customer
CUS1441,0,Mainstream customer
CUS1442,0,Mainstream customer
CUS1443,0,Mainstream customer
CUS1444,0,Mainstream customer
CUS1445,0,Mainstream customer
CUS1446,0,Mainstream customer
CUS1447,1,Discount customer
CUS1448,0,Mainstream customer
CUS1449,0,Mainstream customer
CUS145,1,Discount customer
CUS1450,1,Discount customer
CUS1451,1,Discount customer
CUS1452,0,Mainstream customer
CUS1453,3,Urban Trendy Berlin
CUS1454,1,Discount customer
CUS1455,0,Mainstream customer
CUS1456,0,Mainstream customer
CUS1457,3,Urban Trendy Berlin
CUS1458,0,Mainstream customer
CUS1459,1,Discount customer
CUS146,1,Discount customer
CUS1460,1,Discount customer
CUS1461,0,Mainstream customer
CUS1462,1,Discount customer
CUS1463,1,Discount customer
CUS1464,0,Mainstream customer
CUS1465,0,Mainstream customer
CUS1466,1,Discount customer
CUS1467,1,Discount customer
CUS1468,0,Mainstream customer
CUS1469,0,Mainstream customer
CUS147,0,Mainstream customer
CUS1470,0,Mainstream customer
CUS1471,0,Mainstream customer
CUS1472,0,Mainstream customer
CUS1473,0,Mainstream customer
CUS1474,0,Mainstream customer
CUS1475,3,Urban Trendy Berlin
CUS1476,0,Mainstream customer
CUS1477,0,Mainstream customer
CUS1478,0,Mainstream customer
CUS1479,1,Discount customer
CUS148,0,Mainstream customer
CUS1480,0,Mainstream customer
CUS1481,0,Mainstream customer
CUS1482,0,Mainstream customer
CUS1483,1,Discount customer
CUS1484,1,Discount customer
CUS1485,0,Mainstream customer
CUS1486,0,Mainstream customer
CUS1487,1,Discount customer
CUS1488,0,Mainstream customer
CUS1489,0,Mainstream customer
CUS149,0,Mainstream customer
CUS1490,1,Discount customer
CUS1491,0,Mainstream customer
CUS1492,0,Mainstream customer
CUS1493,0,Mainstream customer
CUS1494,0,Mainstream customer
CUS1495,1,Discount customer
CUS1496,1,Discount customer
CUS1497,1,Discount customer
CUS1498,0,Mainstream customer
CUS1499,1,Discount customer
CUS15,0,Mainstream customer
CUS150,1,Discount customer
CUS1500,1,Discount customer
CUS1501,0,Mainstream customer
CUS1502,0,Mainstream customer
CUS1503,0,Mainstream customer
CUS1504,1,Discount customer
CUS1505,0,Mainstream customer
CUS1506,0,Mainstream customer
CUS1507,0,Mainstream customer
CUS1508,0,Mainstream customer
CUS1509,0,Mainstream customer
CUS151,1,Discount customer
CUS1510,1,Discount customer
CUS1511,0,Mainstream customer
CUS1512,0,Mainstream customer
CUS1513,0,Mainstream customer
CUS1514,1,Discount customer
CUS1515,1,Discount customer
CUS1516,0,Mainstream customer
CUS1517,0,Mainstream customer
CUS1518,1,Discount customer
CUS1519,0,Mainstream customer
CUS152,0,Mainstream customer
CUS1520,0,Mainstream customer
CUS1521,0,Mainstream customer
CUS1522,0,Mainstream customer
CUS1523,0,Mainstream customer
CUS1524,0,Mainstream customer
CUS1525,1,Discount customer
CUS1526,0,Mainstream customer
CUS1527,0,Mainstream customer
CUS1528,0,Mainstream customer
CUS1529,0,Mainstream customer
CUS153,0,Mainstream customer
CUS1530,0,Mainstream customer
CUS1531,1,Discount customer
CUS1532,1,Discount customer
CUS1533,0,Mainstream customer
CUS1534,1,Discount customer
CUS1535,0,Mainstream customer
CUS1536,0,Mainstream customer
CUS1537,1,Discount customer
CUS1538,1,Discount customer
CUS1539,1,Discount customer
CUS154,0,Mainstream customer
CUS1540,0,Mainstream customer
CUS1541,0,Mainstream customer
CUS1542,1,Discount customer
CUS1543,0,Mainstream customer
CUS1544,0,Mainstream customer
CUS1545,0,Mainstream customer
CUS1546,0,Mainstream customer
CUS1547,0,Mainstream customer
CUS1548,1,Discount customer
CUS1549,1,Discount customer
CUS155,1,Discount customer
CUS1550,0,Mainstream customer
CUS1551,0,Mainstream customer
CUS1552,0,Mainstream customer
CUS1553,0,Mainstream customer
CUS1554,0,Mainstream customer
CUS1555,1,Discount customer
CUS1556,0,Mainstream customer
CUS1557,0,Mainstream customer
CUS1558,0,Mainstream customer
CUS1559,0,Mainstream customer
CUS156,0,Mainstream customer
CUS1560,1,Discount customer
CUS1561,0,Mainstream customer
CUS1562,1,Discount customer
CUS1563,1,Discount customer
CUS1564,0,Mainstream customer
CUS1565,0,Mainstream customer
CUS1566,1,Discount customer
CUS1567,0,Mainstream customer
CUS1568,0,Mainstream customer
CUS1569,0,Mainstream customer
CUS157,1,Discount customer
CUS1570,0,Mainstream customer
CUS1571,0,Mainstream customer
CUS1572,0,Mainstream customer
CUS1573,0,Mainstream customer
CUS1574,0,Mainstream customer
CUS1575,0,Mainstream customer
CUS1576,0,Mainstream customer
CUS1577,0,Mainstream customer
CUS1578,0,Mainstream customer
CUS1579,0,Mainstream customer
CUS158,0,Mainstream customer
CUS1580,2,Premium Bremen Niche
CUS1581,0,Mainstream customer
CUS1582,1,Discount customer
CUS1583,0,Mainstream customer
CUS1584,1,Discount customer
CUS1585,1,Discount customer
CUS1586,0,Mainstream customer
CUS1587,0,Mainstream customer
CUS1588,0,Mainstream customer
CUS1589,0,Mainstream customer
CUS159,1,Discount customer
CUS1590,0,Mainstream customer
CUS1591,1,Discount customer
CUS1592,1,Discount customer
CUS1593,1,Discount customer
CUS1594,1,Discount customer
CUS1595,0,Mainstream customer
CUS1596,0,Mainstream customer
CUS1597,0,Mainstream customer
CUS1598,1,Discount customer
CUS1599,0,Mainstream customer
CUS16,0,Mainstream customer
CUS160,1,Discount customer
CUS1600,0,Mainstream customer
CUS1601,0,Mainstream customer
CUS1602,0,Mainstream customer
CUS1603,1,Discount customer
CUS1604,1,Discount customer
CUS1605,0,Mainstream customer
CUS1606,0,Mainstream customer
CUS1607,3,Urban Trendy Berlin
CUS1608,0,Mainstream customer
CUS1609,1,Discount customer
CUS161,1,Discount customer
CUS1610,0,Mainstream customer
CUS1611,0,Mainstream customer
CUS1612,3,Urban Trendy Berlin
CUS1613,1,Discount customer
CUS1614,0,Mainstream customer
CUS1615,1,Discount customer
CUS1616,1,Discount customer
CUS1617,1,Discount customer
CUS1618,1,Discount customer
CUS1619,0,Mainstream customer
CUS162,0,Mainstream customer
CUS1620,1,Discount customer
CUS1621,1,Discount customer
CUS1622,1,Discount customer
CUS1623,1,Discount customer
CUS1624,1,Discount customer
CUS1625,0,Mainstream customer
CUS1626,0,Mainstream customer
CUS1627,1,Discount customer
CUS1628,0,Mainstream customer
CUS1629,1,Discount customer
CUS163,0,Mainstream customer
CUS1630,0,Mainstream customer
CUS1631,3,Urban Trendy Berlin
CUS1632,3,Urban Trendy Berlin
CUS1633,0,Mainstream customer
CUS1634,0,Mainstream customer
CUS1635,0,Mainstream customer
CUS1636,0,Mainstream customer
CUS1637,1,Discount customer
CUS1638,0,Mainstream customer
CUS1639,0,Mainstream customer
CUS164,1,Discount customer
CUS1640,0,Mainstream customer
CUS1641,0,Mainstream customer
CUS1642,0,Mainstream customer
CUS1643,1,Discount customer
CUS1644,2,Premium Bremen Niche
CUS1645,1,Discount customer
CUS1646,1,Discount customer
CUS1647,1,Discount customer
CUS1648,1,Discount customer
CUS1649,1,Discount customer
CUS165,0,Mainstream customer
CUS1650,3,Urban Trendy Berlin
CUS1651,0,Mainstream customer
CUS1652,0,Mainstream customer
CUS1653,0,Mainstream customer
CUS1654,1,Discount customer
CUS1655,3,Urban Trendy Berlin
CUS1656,0,Mainstream customer
CUS1657,0,Mainstream customer
CUS1658,0,Mainstream customer
CUS1659,0,Mainstream customer
CUS166,0,Mainstream customer
CUS1660,0,Mainstream customer
CUS1661,1,Discount customer
CUS1662,0,Mainstream customer
CUS1663,1,Discount customer
CUS1664,0,Mainstream customer
CUS1665,0,Mainstream customer
CUS1666,1,Discount customer
CUS1667,1,Discount customer
CUS1668,0,Mainstream customer
CUS1669,1,Discount customer
CUS167,0,Mainstream customer
CUS1670,0,Mainstream customer
CUS1671,2,Premium Bremen Niche
CUS1672,0,Mainstream customer
CUS1673,1,Discount customer
CUS1674,0,Mainstream customer
CUS1675,1,Discount customer
CUS1676,0,Mainstream customer
CUS1677,3,Urban Trendy Berlin
CUS1678,1,Discount customer
CUS1679,0,Mainstream customer
CUS168,0,Mainstream customer
CUS1680,0,Mainstream customer
CUS1681,0,Mainstream customer
CUS1682,1,Discount customer
CUS1683,3,Urban Trendy Berlin
CUS1684,1,Discount customer
CUS1685,0,Mainstream customer
CUS1686,1,Discount customer
CUS1687,0,Mainstream customer
CUS1688,0,Mainstream customer
CUS1689,0,Mainstream customer
CUS169,3,Urban Trendy Berlin
CUS1690,2,Premium Bremen Niche
CUS1691,2,Premium Bremen Niche
CUS1692,0,Mainstream customer
CUS1693,0,Mainstream customer
CUS1694,0,Mainstream customer
CUS1695,1,Discount customer
CUS1696,1,Discount customer
CUS1697,0,Mainstream customer
CUS1698,0,Mainstream customer
CUS1699,1,Discount customer
CUS17,0,Mainstream customer
CUS170,2,Premium Bremen Niche
CUS1700,0,Mainstream customer
CUS1701,1,Discount customer
CUS1702,0,Mainstream customer
CUS1703,0,Mainstream customer
CUS1704,0,Mainstream customer
CUS1705,0,Mainstream customer
CUS1706,1,Discount customer
CUS1707,1,Discount customer
CUS1708,0,Mainstream customer
CUS1709,1,Discount customer
CUS171,0,Mainstream customer
CUS1710,0,Mainstream customer
CUS1711,0,Mainstream customer
CUS1712,1,Discount customer
CUS1713,0,Mainstream customer
CUS1714,1,Discount customer
CUS1715,0,Mainstream customer
CUS1716,0,Mainstream customer
CUS1717,1,Discount customer
CUS1718,0,Mainstream customer
CUS1719,0,Mainstream customer
CUS172,0,Mainstream customer
CUS1720,3,Urban Trendy Berlin
CUS1721,1,Discount customer
CUS1722,0,Mainstream customer
CUS1723,0,Mainstream customer
CUS1724,0,Mainstream customer
CUS1725,1,Discount customer
CUS1726,2,Premium Bremen Niche
CUS1727,1,Discount customer
CUS1728,1,Discount customer
CUS1729,1,Discount customer
CUS173,0,Mainstream customer
CUS1730,3,Urban Trendy Berlin
CUS1731,1,Discount customer
CUS1732,3,Urban Trendy Berlin
CUS1733,1,Discount customer
CUS1734,1,Discount customer
CUS1735,1,Discount customer
CUS1736,0,Mainstream customer
CUS1737,0,Mainstream customer
CUS1738,0,Mainstream customer
CUS1739,0,Mainstream customer
CUS174,0,Mainstream customer
CUS1740,1,Discount customer
CUS1741,0,Mainstream customer
CUS1742,0,Mainstream customer
CUS1743,1,Discount customer
CUS1744,0,Mainstream customer
CUS1745,0,Mainstream customer
CUS1746,0,Mainstream customer
CUS1747,0,Mainstream customer
CUS1748,0,Mainstream customer
CUS1749,1,Discount customer
CUS175,0,Mainstream customer
CUS1750,0,Mainstream customer
CUS1751,1,Discount customer
CUS1752,0,Mainstream customer
CUS1753,3,Urban Trendy Berlin
CUS1754,0,Mainstream customer
CUS1755,1,Discount customer
CUS1756,0,Mainstream customer
CUS1757,1,Discount customer
CUS1758,0,Mainstream customer
CUS1759,0,Mainstream customer
CUS176,0,Mainstream customer
CUS1760,0,Mainstream customer
CUS1761,0,Mainstream customer
CUS1762,1,Discount customer
CUS1763,0,Mainstream customer
CUS1764,0,Mainstream customer
CUS1765,0,Mainstream customer
CUS1766,1,Discount customer
CUS1767,0,Mainstream customer
CUS1768,0,Mainstream customer
CUS1769,0,Mainstream customer
CUS177,0,Mainstream customer
CUS1770,0,Mainstream customer
CUS1771,0,Mainstream customer
CUS1772,1,Discount customer
CUS1773,0,Mainstream customer
CUS1774,1,Discount customer
CUS1775,1,Discount customer
CUS1776,0,Mainstream customer
CUS1777,1,Discount customer
CUS1778,0,Mainstream customer
CUS1779,1,Discount customer
CUS178,0,Mainstream customer
CUS1780,0,Mainstream customer
CUS1781,1,Discount customer
CUS1782,1,Discount customer
CUS1783,0,Mainstream customer
CUS1784,0,Mainstream customer
CUS1785,1,Discount customer
CUS1786,0,Mainstream customer
CUS1787,0,Mainstream customer
CUS1788,0,Mainstream customer
CUS1789,1,Discount customer
CUS179,0,Mainstream customer
CUS1790,0,Mainstream customer
CUS1791,0,Mainstream customer
CUS1792,0,Mainstream customer
CUS1793,1,Discount customer
CUS1794,0,Mainstream customer
CUS1795,0,Mainstream customer
CUS1796,0,Mainstream customer
CUS1797,0,Mainstream customer
CUS1798,0,Mainstream customer
CUS1799,0,Mainstream customer
CUS18,0,Mainstream customer
CUS180,1,Discount customer
CUS1800,0,Mainstream customer
CUS1801,1,Discount customer
CUS1802,0,Mainstream customer
CUS1803,1,Discount customer
CUS1804,0,Mainstream customer
CUS1805,0,Mainstream customer
CUS1806,1,Discount customer
CUS1807,0,Mainstream customer
CUS1808,0,Mainstream customer
CUS1809,1,Discount customer
CUS181,1,Discount customer
CUS1810,1,Discount customer
CUS1811,0,Mainstream customer
